category,description,title,institute,site,credits,id
,"The climate of our planet is changing at a rate unprecedented in human history. Primarily responsible is the build-up of heat-trapping gases in the atmosphere, most notably carbon dioxide emitted in conjunction with the combustion of coal, oil and natural gas.  Concentrations in the atmosphere of CO","
      ENVR E-103 Energy and Climate: Vision for the Future    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24429
,"This course examines the relationship between energy and the environment in our global society. It analyzes the driving forces that influence the production and consumption of energy to evaluate their impacts on environmental quality, human health, and social equity. At the end of this course students are able to understand and assess the pros and cons of conventional and renewable energy systems, issues surrounding new transportation technologies, energy intensity of food production, effects of supply chain management and international commerce in energy security, energy management in buildings, and the mechanisms needed to evolve into sustainable energy operations in the green economy for the twenty-first century. Topics include natural gas, fracking, the concept of clean coal, carbon sequestration and storage projects, the rise of solar and wind power, biofuels production, hybrid and electric vehicles, sustainable transportation technologies, green buildings, and energy used in organic farming.","
      ENVR E-102 Energy and the Environment    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  21783
,"This course surveys the scientific principles of environmental issues and environmental management practices, with attention to the health of both humans and the ecosystem. Fundamental and emerging topics related to air and water pollution, water use and management, aquatic ecosystems, energy and climate change, biodiversity, toxic substances in the environment, solid waste management, and regulatory strategies for risk assessment and environmental management are examined. A local aquatic field trip is planned on a weekend in the fall with alternatives provided for online students. Other optional site visits are scheduled throughout the semester.","
      ENVR E-101 Environmental Management I    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  11925
,"This course is intended for students interested in geological, hydrologic, biological, and social sciences with an specific focus on wetland environments and resources. In this course, students gain an interdisciplinary overview of physicochemical, biological, and cultural aspects of wetlands. We cover definitions, classification systems, origins, and natural processes of wetland environments. We discuss wetlands across the globe, including in boreal, temperate, and tropical climates. We investigate hydrology, soils, and vegetation and their relationship to ecosystem processes, societal values, and management. We examine human use, modification, exploitation, jurisdictional delineation, and management options, along with legal and political aspects of wetlands. This is a broad course, encompassing forestry, coastal management, energy, climate change, agriculture, history, and ecosystem succession, in addition to the areas listed above.","
      ENVR E-166A Wetland Science and Policy    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24490
,"This course presents a comprehensive approach to water resources management by integrating environmental science (geology, soils, hydrology) and policy (planning and regulatory analysis). It is intended for both students with and without technical backgrounds. We use numerous case studies from the instructor's experience as a consultant to the US Environmental Protection Agency, state and local governments, industry, and nongovernmental organizations. To the extent possible, the course includes a field trip to visit actual project sites in the metro-Boston region. The course is organized into a series of technical/foundation classes, followed by several resource and issue-specific focused sessions, and completed with discussions about possible management strategies/techniques and adaptive management approaches. The course examines groundwater, lake, riverine, wetland, and coastal management issues at the local, state, tribal, regional, national, and international levels and relies heavily on practical case studies. We focus on an integrated water management approach that links drinking water, wastewater, and stormwater management—seeking opportunities to keep water local and for re-use, balancing hydrologic budgets, and minimizing costs in the face of climate change. A broad range of water resource management strategies is examined including structural/nonstructural, regulatory/nonregulatory, and prevention/restoration approaches. Smart growth and low impact development techniques are presented as effective growth management and climate adaptation techniques. Incentive-based management strategies are presented to modify behaviors and to optimize public participation. Green infrastructure is presented as an innovative and alternative approach to conventional grey technologies and includes shellfish aquaculture, bioretention, reforestation of riparian buffers, ecotoilets, and wetlands restoration.","
      ENVR E-166 Water Resources Policy and Watershed Management    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14545
,"Human activity is changing the atmosphere and altering terrestrial and marine ecosystems on a global scale. Evidence is mounting that these changes may already be having serious effects on human health, and there is growing concern that in coming decades the effects could be catastrophic. This course was developed because the practice of public health in this century requires an understanding of the relationship between human health and the global environment. It provides an overview of climate change and biodiversity loss, two key examples of global environmental change, and the potential consequences for human health. It also explores solutions to these problems and the challenges inherent in realizing those solutions. The recorded lectures are from the Harvard ","
      ENVR E-165 Human Health and Global Environmental Change    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23703
,"This course provides an overview of the major environmental statutes and the common and constitutional law that are relevant to the achievement of environmentally sustainable societies. The primary example is US environmental law, but lessons are also drawn from other parts of the world and transnational efforts. Students examine how we can use law to develop a cleaner, safer world, and more stable economies that protect natural beauty and the resources our descendants will need. The course provides an introduction to the broad extent of existing law, and explores how to make it more efficient and effective.","
      ENVR E-162 Law for Sustainability    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13998
,"Our ideas about complex environmental and public health issues such as climate change, industrial chemicals, and species extinction are largely formed by simplistic and dramatized media coverage and distorting political spin from all sides. In this course, students learn how to think about these issues more carefully. As a result, their views and perspectives are better informed and their choices are more intelligent and healthier for them and their families. Topics include risk perception—the psychology that explains why we are often more afraid of lesser risks and less afraid of bigger ones, and how that perception gap can be dangerous; media coverage of environmental and public health issues; risk analysis—the controversy over choosing policy options based on economics; the risk sciences of epidemiology and toxicology—what they can and cannot tell us; and hormesis—the discovery by toxicologists that small exposures to toxic substances may be beneficial. Other issues include endocrine disruption, radiation, air pollution (indoor and outdoor), pesticides, major causes of death (heart disease, cancer, stroke, diabetes, and accidents), and emerging infectious diseases.","
      ENVR E-160 Critical Thinking about Issues of Environmental and Public Health    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24572
,"The course introduces students to the principles and methods used to determine whether a causal relationship exists between an agent and an adverse effect in humans and to carry out a risk assessment independently. Students develop an understanding of current approaches to risk management (including writing a risk management paper) and risk communication. The first part of the course deals with those principles and methods used to formulate a causal relationship between exposure and the agent of interest. Absorption, distribution, metabolism, and excretion; and untoward events related to the genome that can manifest themselves in reproductive or developmental changes and cancer; along with organ systems and whole animal, are examined. The latter part deals with putting this information into practical use as part of the risk assessment, management, and communication paradigm.","
      ENVR E-159 Environmental Toxicology and Risk Management    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23613
,"The circular economy is a model that contrasts with the linear approach to production and consumption generally used today (where companies harvest and extract materials, use them to manufacture a product, and sell the product to a consumer—who then discards it when it no longer serves its purpose). It instead advocates a circular approach—one that is restorative and regenerative by design and aims to keep products, components, and materials at their highest utility and value at all times—for both biological and technical materials. Building on the discipline of industrial ecology—related to, but not synonymous with, the overall discipline of sustainability—the circular economy is an emerging field of study promoting a comprehensive, multi-disciplinary framework for change, including but not limited to a substantial focus on the initial design of products and processes to eliminate waste (engineering), changes in the way companies and customers interact to exchange materials and money (business), updated and new government policies and actions (government), and adjusted economic and financial measurements and incentives (economics and finance).","
      ENVR E-158B Introduction to the Circular Economy    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24785
,"Green chemistry is the design of chemical products and processes that reduce or eliminate the use and generation of hazardous substances. While there are many mechanisms and tools available to assess the impact of materials and processes on human health and the environment, there are few tools available to help design and create products as such. This course presents the fundamentals of the twelve principles of green chemistry, and explores relevant examples of their practical use in commercial applications.  It explores examples from a wide spectrum of industrial sectors including construction, personal care, pharmaceuticals, and electronics. Through examples, students are presented with the premise that green chemistry offers organizations a boost to innovation and faster time to market.","
      ENVR E-158A Green Chemistry    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24778
,"With the increased awareness of the impact that business and economic activity have on our planet, we are seeing a boom in entrepreneurial activity premised on social responsibility, environmental friendliness, energy efficiency, and other sustainability-related attributes. This course seeks to examine the trends in green business, and to identify which activities are based on enduring principles and which are likely to be fleeting. Through conversations with local entrepreneurs, case studies, and lectures, this course provides students with an introduction to the principles of sustainable business, and the opportunity to look at a variety of new businesses, business models, and technologies that may play a role in an energy- and resource-constrained future.","
      ENVR E-157 Sustainable Business and Technology    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23427
,"This course is for anyone who would like to learn how to design and launch a new product with the lowest environmental footprint. Students acquire many tools and skills in the course: how to do market intelligence (technological benchmarking and reverse engineering), how to incorporate real sustainability into new products (and identify green washing), how to use structured tools to enhance creativity and innovation to conceive and develop new products, how to design and implement a new product introduction process, how to do and implement the design of experiments to select the most robust features for products, how to write and submit a patent application to decrease legal costs, how to protect copyrights and trademarks, how to fund intellectual property by using funds from business incubators and accelerators, how to select the right materials and processes to minimize the product's environmental impacts (using green chemistry principles, sustainable sourcing of components, and sustainable certification for raw materials to promote conservation), how to reduce energy use by new products, how to build and test prototypes in an inexpensive way, and how to reduce the environmental impacts of packaging and transportation. Students also learn the basic components of an innovation ecosystem and how high technology hubs such as Silicon Valley, Boston, and New York work.","
      ENVR E-154 Sustainable Product Design and the Innovation Ecosystem    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14518
,"In recent years, social impacts of products and trade have risen in the agendas of policy makers, investors, and corporations. A powerful accountability framework, the United Nations guiding principles, and a widely acclaimed blueprint to guide businesses and governments strategic priorities and efforts towards society, the UN's sustainable development goals, represent a huge opportunity to drive socially sustainable business. With a focus on supply chains, this course provides a detailed background on business and human rights, social responsibility (SR), corporate sustainability strategy, and social life cycle assessment (LCA). We cover both SR issues and why they matter and SR instruments and how they are applied and explore approaches that can make a difference. Students experience processes and methods to identify supply chains' salient social impacts, and become reflective about their strengths and weaknesses. Students also become knowledgeable practitioners of social LCA, able to appropriately apply LCA software and social LCA databases to deliver a social footprint.","
      ENVR E-153 Social Responsibility in Product Supply Chains    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14740
,"Students learn the basic principles and methods of life cycle assessment (LCA) as standardized in the international standards ISO 14040 and 14044. They explore and master the presented concepts using a professional grade LCA software tool that is provided free of charge. Topics include the general principles and relevant definitions of the LCA methodology as well as the relevant tactical tools, such as the proper definition of the system boundary and the functional unit; data collection strategies; selection of background data; system expansion and allocation in multi-output and end-of-life situations; scenario, sensitivity, and uncertainty analysis; LCA and decision support; and the communication of LCA results. The students apply the knowledge they gain to an LCA project of their choice, either by comparing one product to another or by identifying environmental hot spots and improvement strategies in the life cycle of one product.","
      ENVR E-151A Life Cycle Assessment: Theory and Practice    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24798
,"The field of industrial ecology includes advanced tools and methods to assist practitioners seeking to redesign and realign industrial systems and activities to be more ecologically and socially sound. Central within the field of industrial ecology is life cycle assessment (LCA), which involves systems analysis of the full range of environmental impacts, product life cycles, and supply chains. More recently, social impacts are also being addressed in life cycles and supply chains, leading to the definition of life cycle sustainability assessment. This course enables participants to develop a hands-on, in-depth understanding of the frameworks, principles, tools, and applications of life cycle assessment. As part of the course, students learn to use and apply professional software tools and databases that address both social and environmental impacts in global supply chains. We also review the state of life cycle practice and current initiatives involving companies, governments, and NGOs. We ground the entire course on the goal of making human activities, from the personal to the global, truly sustainable.","
      ENVR E-151 Life Cycle and Supply Chain Sustainability Assessment    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13749
,"This course introduces basic concepts in the ecology of individual organisms, their populations, and the biological communities in which they live. Emphasis is on terrestrial plant and animal ecology. The historical, evolutionary, and ecological processes determining the distribution of ecosystems, habitats, and species are introduced. Evolutionary processes responsible for the adaptations of individuals are examined to understand the diversity of species and their features. Theories of competition, predation, disease, and mutualism help explain the functioning of biological communities. These fundamentals establish a basis for examining the challenges imposed by humans on the functioning of natural ecosystems. The sustainable harvesting and use of natural resources, the implications of human population growth and size, and the transformation of natural communities through human activities and policies are examined in this ecological context. The course features a weekend field trip and other activities.","
      ENVR E-140 Fundamentals of Ecology    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  12779
,"Financial decisions worldwide are increasingly influenced by the scarcity of resources, the search for profits through efficiency, and climate change. The Dow Jones has a sustainability index and the search for profitability through efficiency has transcended trend, becoming the new corporate norm. This course studies finance and sustainability as integrated subjects beginning with an introduction of financial and investment principles and moving through financial analysis, financing, and valuation. The course covers diverse aspects of sustainable investments and offers tools for effective financial valuation and risk assessment.","
      ENVR E-138 Sustainable Finance and Investments    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24806
,"This course provides a set of tools and skills to identify, evaluate, and improve the sustainability of supply chain operations. It enables students to understand core concepts of industrial and commercial activities so that they are able to design sustainable manufacturing and service operations. Students learn to define green warehousing and distribution activities, plan retrofits and capital investments in current and future productive operations to save energy, select green materials for new products, manage efficient new product introductions by designing sustainable factory operations, and learn how to use continuous improvement techniques and value stream mapping to reduce waste and environmental impacts while reducing costs.","
      ENVR E-137 Sustainable Manufacturing and Supply Chain Management Operations    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14010
,"The course introduces skills that can be used to analyze and explore how to reduce sustainability-related operational costs and environmental impact. The course provides an understanding of business analytics foundation technologies, architecture, and processes and best practices, including data warehouse architecture, data modeling, and data governance transforming data into actionable information. Sustainability data is used to develop and explore new insights into a broad range of sustainability metrics.","
      ENVR E-135A Sustainability Analytics    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15164
,"This course explores corporate sustainability from the perspective of large, multinational corporations. We focus on the management tools available to corporations and how they can drive sustainability into a company at all levels, providing a balance between environmental stewardship, social wellbeing, and economic prosperity. We explore how to prioritize various actions through stakeholder engagement, how to analyze and prepare a sustainability report, and we examine the perspective of the investment community and important governance issues.","
      ENVR E-135 Corporate Sustainability Strategy    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13555
,"This course is a review of the elements of grammar. We examine sentence structure, correct verb forms, case of pronouns, agreement, punctuation, and restrictive and nonrestrictive (that/which) clauses. Along the way, we learn something of the power and the pleasure of controlling grammar to make our words work for us exactly as we want them to. Short readings illustrate the basic elements—and the beauties—of grammar and style. Short writing assignments offer students opportunities to practice the lessons of the course.","
      EXPO E-5 Fundamentals of Grammar    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24511
,"This course is a review of the elements of grammar. We examine sentence structure, correct verb forms, case of pronouns, agreement, punctuation, and restrictive and nonrestrictive (that/which) clauses. Along the way, we learn something of the power and the pleasure of controlling grammar to make our words work for us exactly as we want them to. Short readings illustrate the basic elements—and the beauties—of grammar and style. Short writing assignments offer students opportunities to practice the lessons of the course.","
      EXPO E-5 Fundamentals of Grammar    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15117
,"This course is a review of the elements of grammar. We examine sentence structure, correct verb forms, case of pronouns, agreement, punctuation, and restrictive and nonrestrictive (that/which) clauses. Along the way, we learn something of the power and the pleasure of controlling grammar to make our words work for us exactly as we want them to. Short readings illustrate the basic elements—and the beauties—of grammar and style. Short writing assignments offer students opportunities to practice the lessons of the course.","
      EXPO E-5 Fundamentals of Grammar    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14497
,"This course is a review of the elements of grammar. We examine sentence structure, correct verb forms, case of pronouns, agreement, punctuation, and restrictive and nonrestrictive (that/which) clauses. Along the way, we learn something of the power and the pleasure of controlling grammar to make our words work for us exactly as we want them to. Short readings illustrate the basic elements—and the beauties—of grammar and style. Short writing assignments offer students opportunities to practice the lessons of the course.","
      EXPO E-5 Fundamentals of Grammar    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13175
,"Designed primarily for students whose first language is not English, this course offers practice in academic writing for students who need additional preparation for rigorous college writing courses. Students review the basics of English grammar and syntax while learning the conventions and practices of American academic writing. Students learn strategies for reading, understanding, and analyzing challenging texts and for developing and articulating their own original ideas.","
      EXPO E-C Cross-Cultural Expository Writing    ",Harvard University Extension School,www.extension.harvard.edu,0,CRN  24740
,"The course imparts knowledge and skills for planning sustainability projects and developing solutions for organizations of at least 50 employees including small businesses, nonprofits, or local townships. Sustainability solutions refers to working with a client either as a member of a team or individually developing and delivering a customized sustainability action plan (SAP). Common client goals are reduction of operating costs, minimization of the environmental footprint, and improvement of environmental sustainability practices. Opportunities are identified and initiatives developed in collaboration with the client for both short and long term. Typical areas of focus include energy efficiency, water conservation, waste reduction, supply chain management, green IT, and transportation. In support of recommended initiatives, SAPs emphasize a process to foster sustainable behavior, outline key performance indicators to measure performance, and build a sustainability capital reserve to capture cost savings for possible future investments. Deliverables for the course are a SAP and a presentation to the client stakeholders. A substantial amount of time during the semester is spent on coaching students regarding how to most effectively work with the clients to address organizational requirements, develop solutions, and present SAPs. Sustainability executives and consultants occasionally serve as guest speakers to share experiences and best practices. The case method is utilized to provide a participative and realistic forum enabling students to learn about sustainability while also developing the skills to use the knowledge gained. Whether the SAP is developed for a client by a team or an individual, the course structure enables and ensures evaluation of individual student effort through student reflections and a client satisfaction survey. Past clients have included New York City Department of Sanitation, Greater Pittsburgh YMCA, General Electric Applicances, Utah Center for Affordable Housing, and Amazon.","
      ENVR E-599A Consulting with Clients for Sustainability Solutions Capstone    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24425
,"The course provides each participant with a guided immersion in the processes of heuristic question formulation, objective research design, and implementation. Included are hypothesis testing, data collection and analysis, writing, revision, and final dissemination. Four contexts catalyze this integrative work and ensure extensive feedback. Individual meetings of each participant with the course instructor occur throughout the semester, beginning with review of the preliminary research proposal and completion of a needs assessment survey. Subsequent meetings serve to ensure research progress is on track and make full use of available experts, references, and other resources. Lectures and discussions explore challenges and opportunities in boundary delineation and other assumptions, project scoping, assessment of potential impact (and, where appropriate, procedural reviews such as the university's policy on use of human subjects), inclusion of stakeholders, and sampling design; logical consistency, lateral thinking, use and analysis of case studies; benchmarking, bet-hedging; effective writing, graphic presentation and referencing; public presentation and network establishment. Using a recurring workshop format, participants regularly present components of their work-in-progress to subgroups and to the entire class, for review and constructive input. At the semester's close, the professional community is invited to attend participants' presentations of their final research projects. This is accomplished via a class poster exhibition and/or through a web-based video archive of project presentations.","
      ENVR E-599 Independent Research Capstone    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24009
,"The course imparts knowledge and skills for planning sustainability projects and developing solutions for organizations of at least 50 employees including small businesses, nonprofits, or local townships. Sustainability solutions refers to working with a client either as a member of a team or individually developing and delivering a customized sustainability action plan (SAP). Common client goals are reduction of operating costs, minimization of the environmental footprint, and improvement of environmental sustainability practices. Opportunities are identified and initiatives developed in collaboration with the client for both short and long term. Typical areas of focus include energy efficiency, water conservation, waste reduction, supply chain management, green IT, and transportation. In support of recommended initiatives, SAPs emphasize a process to foster sustainable behavior, outline key performance indicators to measure performance, and build a sustainability capital reserve to capture cost savings for possible future investments. Deliverables for the course are a SAP and a presentation to the client stakeholders. A substantial amount of time during the semester is spent on coaching students regarding how to most effectively work with the clients to address organizational requirements, develop solutions, and present SAPs. Sustainability executives and consultants occasionally serve as guest speakers to share experiences and best practices. The case method is utilized to provide a participative and realistic forum enabling students to learn about sustainability while also developing the skills to use the knowledge gained. Whether the SAP is developed for a client by a team or an individual, the course structure enables and ensures evaluation of individual student effort through student reflections and a client satisfaction survey. Past clients have included New York City Department of Sanitation, Greater Pittsburgh YMCA, General Electric Applicances, Utah Center for Affordable Housing, and Amazon.","
      ENVR E-599A Consulting with Clients for Sustainability Solutions Capstone    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14533
,"The course provides each participant with a guided immersion in the processes of heuristic question formulation, objective research design, and implementation. Included are hypothesis testing, data collection and analysis, writing, revision, and final dissemination. Four contexts catalyze this integrative work and ensure extensive feedback. Individual meetings of each participant with the course instructor occur throughout the semester, beginning with review of the preliminary research proposal and completion of a needs assessment survey. Subsequent meetings serve to ensure research progress is on track and make full use of available experts, references, and other resources. Lectures and discussions explore challenges and opportunities in boundary delineation and other assumptions, project scoping, assessment of potential impact (and, where appropriate, procedural reviews such as the university's policy on use of human subjects), inclusion of stakeholders, and sampling design; logical consistency, lateral thinking, use and analysis of case studies; benchmarking, bet-hedging; effective writing, graphic presentation and referencing; public presentation and network establishment. Using a recurring workshop format, participants regularly present components of their work-in-progress to subgroups and to the entire class, for review and constructive input. At the semester's close, the professional community is invited to attend participants' presentations of their final research projects. This is accomplished via a class poster exhibition and/or through a web-based video archive of project presentations.","
      ENVR E-599 Independent Research Capstone    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14598
,"Understanding the dynamics of complex ecological and environmental systems and designing policies to promote their sustainability is a formidable challenge. Both the practitioner and policymaker must be able to evaluate scientific research, recognizing fundamental pitfalls in research design and data interpretation. Moreover, most important environmental problems involve interactions among variables as dynamic systems, so forecasting the impacts of potential environmental changes or policy interventions is critical. To develop these skills, students conduct practical exercises illustrating a range of modeling techniques, including statistical analysis of ecological and environmental data, and system dynamics modeling. Computer simulation modeling ranges across diverse issues in sustainability science, such as climate change, human population dynamics, population viability analysis of endangered species, and economic appraisal of projects that have an impact on natural resources. The course also focuses on developing skills in scientific writing, critiquing primary research literature, and communicating about environmental science. Quantitative techniques are taught at an introductory level; some data analysis and simulation modeling is conducted using Excel spreadsheets. Online students are invited to attend sustainability and environmental management campus events scheduled around the Monday section on stakeholder negotiation.","
      ENVR E-210 Proseminar: Critical Analysis of Environmental Systems    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23614
,"Understanding the dynamics of complex ecological and environmental systems and designing policies to promote their sustainability is a formidable challenge. Both the practitioner and policymaker must be able to evaluate scientific research, recognizing fundamental pitfalls in research design and data interpretation. Moreover, most important environmental problems involve interactions among variables as dynamic systems, so forecasting the impacts of potential environmental changes or policy interventions is critical. To develop these skills, students conduct practical exercises illustrating a range of modeling techniques, including statistical analysis of ecological and environmental data, and system dynamics modeling. Computer simulation modeling ranges across diverse issues in sustainability science, such as climate change, human population dynamics, population viability analysis of endangered species, and economic appraisal of projects that have an impact on natural resources. The course also focuses on developing skills in scientific writing, critiquing primary research literature, and communicating about environmental science. Quantitative techniques are taught at an introductory level; some data analysis and simulation modeling is conducted using Excel spreadsheets. Online students are invited to attend sustainability and environmental management campus events scheduled around the Monday section on stakeholder negotiation.","
      ENVR E-210 Proseminar: Critical Analysis of Environmental Systems    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13757
,"This course helps students develop critical thinking, scholarly writing skills, and research abilities while developing their individual thesis proposals. Class meetings feature lectures and discussions on different scientific approaches, group discussions, and intensive, constructive discussion of proposed student thesis research projects and proposals, from definition of research goals and hypotheses through research design and expected data analysis and presentation. The option to develop a thesis proposal early in the degree program allows students opportunities for an extended period of data collection and analysis, required for many types of significant research problems in our field, and earlier identification of relevant courses while completing degree requirements.","
      ENVR E-200 Crafting the Thesis Proposal    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24214
,"Sustainable development includes not only a healthy economic base, but also a sound environment, stable and rewarding employment, adequate purchasing power, distributional equity, national self-reliance, and maintenance of cultural integrity. This course explores the many dimensions of sustainability and their relationship to economic growth, and the use of national, multinational, and international political, legal, and economic mechanisms—including environmental and trade law, and economic incentives—to further sustainable development. The inter-relationship of global economic/financial changes, employment, and working conditions; the environment in the context of theories of development, trade, and employment; and the importance of networks and organizational learning are examined. Mechanisms for resolving the apparent conflicts between development, environment, and employment are explored.","
      ENVR E-172 Technology, Globalization, and Sustainable Development    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24281
,According to ,"
      ENVR E-171 Water, Health, and Sustainable Development    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24549
,"The course provides an overview of environmental impact assessment to design, evaluate, and replicate sustainable projects and programs. The course develops the tools to assess natural resources protection, improvements in population health, positive social impacts and poverty reduction, and economic appraisal that includes sustainability measures at least cost. Students practice assessment methods at project and strategic levels. Integrated assessment using all methods focuses on the agriculture, water, energy, forestry, and urban planning sectors, applying both project and program analysis.","
      ENVR E-170 Environmental and Health Impact Assessment of International Programs    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24309
,This course forms the digital half of a two-semester sequence that provides a lab-intensive survey of electronics (the analog half of the sequence is ,"
      ENSC E-123 Laboratory Electronics: Digital Circuit Design    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  22098
,"This course is designed specifically for secondary school educators interested in developing their expertise as readers and teachers of literature. In this course, we consider those American poets whose themes, forms, and voices have given expression to visions of the city since 1850.  Beginning with Walt Whitman, the great poet of nineteenth-century New York, we explore the diverse and ever-changing environment of the modern city—from Chicago to London, from San Francisco to Detroit—through the eyes of such poets as Carl Sandburg, Emma Lazarus, Edna St. Vincent Millay, Langston Hughes, Marianne Moore, Frank OHara, Gwendolyn Brooks, Allen Ginsberg, Robert Hayden, and Robert Pinsky, as well as contemporary hip hop and spoken word artists.  Deep study of the poems and poets on our syllabus provides an opportunity to develop expertise as classroom educators. As we develop and practice advanced strategies for studying American poetry ourselves, we also gain rich new resources for the classroom. This course introduces content and techniques intended to help educators teach their students how to read texts of increasing complexity. The course meets relevant educational standards for grades 6-12, including the Common Core State Standards.","
      ENGL E-300 Poetry in America for Teachers: The City from Whitman to Hip Hop    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24718
,"One might reasonably conclude that all narrators in fiction or in life are to some extent fallible or unreliable. Our focus specifically engages the question of how selected authors further their artistic purposes by creating narrators who subtly or blatantly confuse appearance and reality, fancy and fact, opportunism and beneficence, opacity and insight. In the process, we address the implications and relevance of such labels as hero, lunatic, scoundrel. Our consideration of narrative strategies leads to an exploration of the manner in which these fictions can illuminate one another and, in the process, deepen our understanding of literature, our own lives, and the lives of others. We read and discuss the following literary works (not necessarily in strict chronological order) with a close eye on the narrators who tell us their stories: Herman Melville's short story, ""Bartleby the Scrivener,"" (1853); Henry James' novella, ","
      ENGL E-250 The Unreliable Narrator: Hero, Lunatic, Scoundrel    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24810
,"It may seem counter-intuitive that short literary works could properly handle life's big issues—love, identity, mortality, ethics, pleasure. But the novellas in this class—comic, somber, absurdist and classical—all prove that, in the hands of great writers, less may be more. The texts are Leo Tolstoy's ","
      ENGL E-223 Love, Death, and other Confusions: The Modern Novella    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24685
,"For romance to end in marriage, lovers must adjust themselves, must absorb the disruptions love brings in order to achieve the social prerogatives legitimacy brings. We read two English novels, ","
      ENGL E-222 Made for Each Other: Romance, Marriage, and the Novel    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15047
,"""War is hell,"" the Vietnam War veteran Tim O'Brien wrote, ""but that's not the half of it, because war is mystery and terror and adventure and courage and discovery and holiness and pity and despair and longing and love. War is nasty; war is fun. War is thrilling; war is drudgery. War makes you a man; war makes you dead."" This course explores this powerful and contradictory phenomenon through the intimate accounts of those who, like O'Brien, experienced it first hand, from the Civil War through twenty-first century conflicts in Iraq and Afghanistan. We find common threads through these accounts—compelling tales of fear and camaraderie, horror and honor delivered even as their authors worry that, as Walt Whitman put it, ""the real war will never get in the books."" We explore how war memoirs have changed, too, both as the nature of war has changed and as the nature of those who fight has changed. In addition to reading texts by men and women, volunteers and conscripts, generals and privates, we also meet war memoirists in person.","
      ENGL E-219 The War Memoir    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24527
,"When does science go too far? What are (or should be) its limitations? The scientist in literature is often represented as mad because of his willingness to go to any length to advance the cause of science—and never more so than when experiments have unintended consequences or escape the scientist's control. This fear of science and the scientist becomes a serious literary preoccupation during the nineteenth century, when experiments in electricity, reanimation, chemistry, surgery, vivisection, the use of new technologies, and the implications of Darwinism were being widely discussed and their morality questioned. With the birth of the nuclear age in the twentieth century, public anxiety about science and its uses only intensified. This course examines five works that dramatize the dilemma of the scientist when confronting the monstrosities he creates or those over which science appears to be powerless: Mary Shelley's ","
      ENGL E-213 The Scientist and the Monster: From Frankenstein to Einstein    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24684
,"The course asks how cultural products, including literature, theater, and film have captured the spirit of capitalism—fueling its fantasies, contemplating its effects, and chronicling its crises. More than just an economic system, capitalism created new habits of life and mind as well as new values, forged and distilled by new forms of art. Core readings by Franklin, O'Neill, Rand, Miller, and Mamet and background readings by Smith, Marx, Taylor, Weber, Keynes, and Schumpeter. The recorded lectures are from the 2013 ","
      ENGL E-207 The Culture of Capitalism    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23886
